sector,category,id,name,unit,factor,uncertainty,source,year,region,date_accessed,description,source_link
Transport,Vehicle,td-executive-battery-ev,T&D Executive Battery EV,kg-CO2e/km,0.00417,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Executive Battery Electric Vehicle. These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-executive-hybrid-ev,T&D Executive Hybrid EV,kg-CO2e/km,0.0018,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Executive Hybrid Electric Vehicle. These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-large-car-battery-ev,T&D Large Car Battery EV,kg-CO2e/km,0.00493,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Large Car Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-large-car-hybrid-ev,T&D Large Car Hybrid EV,kg-CO2e/km,0.00229,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Large Car Hybrid Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-lower-medium-battery-ev,T&D Lower Medium Battery EV,kg-CO2e/km,0.00428,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Lower Medium Battery Electric Vehicle. This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-lower-medium-hybrid-ev,T&D Lower Medium Hybrid EV,kg-CO2e/km,0.00174,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Lower Medium Hybrid Electric Vehicle. This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-luxury-battery-ev,T&D Luxury Battery EV,kg-CO2e/km,0.00487,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Luxury Battery Electric Vehicle. This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-medium-car-battery-ev,T&D Medium Car Battery EV,kg-CO2e/km,0.00428,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Medium Car Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-medium-car-hybrid-ev,T&D Medium Car Hybrid EV,kg-CO2e/km,0.00175,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Medium Car Hybrid Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-mini-battery-ev,T&D Mini Battery EV,kg-CO2e/km,0.00356,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Mini Battery Electric Vehicle. This is the smallest category of car sometimes referred to as a city car. Examples include: Citroën C1, Fiat/Alfa Romeo 500 and Panda, Peugeot 107, Volkswagen up!, Renault TWINGO, Toyota AYGO, smart fortwo and Hyundai i 10. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-mpv-battery-ev,T&D MPV Battery EV,kg-CO2e/km,0.00562,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for MPV Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-small-car-batter-ev,T&D Small Car Battery EV,kg-CO2e/km,0.0037,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Small Car Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-small-car-hybrid-ev,T&D Small Car Hybrid EV,kg-CO2e/km,0.00271,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Small Car Hybrid Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-sports-battery-ev,T&D Sports Battery EV,kg-CO2e/km,0.00608,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Sports Battery Electric Vehicle. Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-sports-hybrid-ev,T&D Sports Hybrid EV,kg-CO2e/km,0.0015,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Sports Hybrid Electric Vehicle. Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-supermini-battery-ev,T&D Supermini Battery EV,kg-CO2e/km,0.00374,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Supermini Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-supermini-hybrid-ev,T&D Supermini Hybrid EV,kg-CO2e/km,0.00271,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Supermini Hybrid Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-upper-medium-battery-ev,T&D Upper Medium Battery EV,kg-CO2e/km,0.00315,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Upper Medium Battery Electric Vehicle. This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-upper-medium-hybrid-ev,T&D Upper Medium Hybrid EV,kg-CO2e/km,0.00176,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity Transmission & Distribution for Upper Medium Hybrid Electric Vehicle. This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-vans-average-battery-ev,T&D Vans Average Battery EV,kg-CO2e/km,0.00445,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Vans Average Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-vans-class-1-battery-ev,T&D Vans Class 1 Battery EV,kg-CO2e/km,0.00321,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Vans Class 1 Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-vans-class-2-battery-ev,T&D Vans Class 2 Battery EV,kg-CO2e/km,0.00444,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Vans Class 2 Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,td-vans-class-3-battery-ev,T&D Vans Class 3 Battery EV,kg-CO2e/km,0.00623,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity Transmission & Distribution for Vans Class 3 Battery Electric Vehicle. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,tanker-vessel-110,Tanker vessel 110,kg-CO2e/tkm,18.7,,STC-Nestra B.V.,2018,EU,2021/09/21,Emission intensity of tanker vessel. Less than 110 meters. Western Europe route. Published by STC-NESTRA B.V in 2018.,https://www.smartfreightcentre.org/pdf/GLEC-report-on-GHG-Emission-Factors-for-Inland-Waterways-Transport-SFC2018.pdf
Transport,Sea Transport,tanker-vessel-135,Tanker vessel 135,kg-CO2e/tkm,22,,STC-Nestra B.V.,2018,EU,2021/09/22,Emission intensity of tanker vessel. 135 meters. Amsterdam-Rotterdam-Antwerp route. Published by STC-NESTRA B.V in 2018.,https://www.smartfreightcentre.org/pdf/GLEC-report-on-GHG-Emission-Factors-for-Inland-Waterways-Transport-SFC2018.pdf
Transport,Road Travel,taxi-travel,Taxi Travel,kg-CO2e/km,0.22469677,,MfE,2020,NZ,2021/09/10,Emission intensity of Taxi Travel by distance travelled. Taxi is the average between 1600 -<3000 based on MIA data. Default Factor. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0388,20,ADEME,2020,IE,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Ireland. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0514,20,ADEME,2020,ES,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Spain. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0763,20,ADEME,2020,NL,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Netherlands. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0668,20,ADEME,2020,DE,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Germany. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0235,20,ADEME,2020,AT,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Austria. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0615,20,ADEME,2020,PT,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Portugal. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.114,20,ADEME,2020,DK,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Denmark. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0397,20,ADEME,2020,LU,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Luxembourg. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0452,20,ADEME,2020,FI,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Finland. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.04,20,ADEME,2020,NO,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Norway. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.075,20,ADEME,2020,GB,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. United Kingdom. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0662,20,ADEME,2020,GR,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Greece. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0129,20,ADEME,2020,SE,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Sweden. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0484,20,ADEME,2020,BE,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Belgium. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.0317,20,ADEME,2020,IT,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Italy. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,train,Train,kg-CO2e/pkm,0.187,20,ADEME,2020,FR,2021/08/20,Emission Intensity of Average Train Train Travel Per Passenger. Corsica. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Rail Travel,transit-rail,Transit Rail,kg-CO2e/pmile,0.106,,EPA,2021,US,2021/08/23,"Emission Intensity of Transit Rail. Transit rail: rail typically within an urban center, such as subways, elevated railways, metropolitan railways (metro), streetcars, trolley cars, and tramways. Published by the EPA. Updated April 2021.",https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Transport,Sea Transport,transshipment-ambient,Transshipment (ambient),kg-CO2e/t,1.2,,FRAUNHOFER,2019,EU,2021/09/23,Emission intensity of transshipment (ambient) within the European Union. Published by the Fraunhofer Institute in 2019.,https://www.iml.fraunhofer.de/content/dam/iml/en/documents/OE%20310/Emission_%20intensity_factors_logistics_buildings_FraunhoferIML_052019.pdf
Transport,Vehicle,upper-medium-battery-ev,Upper Medium Battery EV,kg-CO2e/km,0.03567,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity for Upper Medium Battery Electric Vehicle. This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,upper-medium-diesel-car,Upper Medium Diesel Car,kg-CO2e/km,0.15955,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Upper Medium Diesel Car. This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,upper-medium-plugin-hybrid-ev,Upper Medium Plug-in Hybrid EV,kg-CO2e/km,0.01986,,BEIS,2021,GB,2021/07/23,"Emission Intensity of Electricity for Upper Medium Plug-in Hybrid EV. This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.",https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Transport,urban-delivery-heavy-truck,Urban Delivery Heavy Truck,kg-CO2e/tkm,0.39,,MfE,2020,NZ,2021/09/10,Emission intensity of urban delivery heavy Truck. Road freight for freighting goods. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Road Transport,utility-vehicle-electrolysis-hydrogen,Utily Vehicle Electrolysis Hydrogen,kg-CO2e/km,0.311,50,ADEME,2020,EU,2021/08/20,Emission Intensity of Utily Vehicle. Electrolysis Hydrogen. Decentralised. EU. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Transport,utility-vehicle-electrolysis,Utily Vehicle Electrolysis Hydrogen France,kg-CO2e/km,0.091,50,ADEME,2020,FR,2021/08/20,Emission Intensity of Utily Vehicle. Electrolysis Hydrogen. Decentralised. France. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Transport,utility-vehicle-electrolysis-hydrogen-re,Utily Vehicle Electrolysis Hydrogen Renewable Energy,kg-CO2e/km,0.082,50,ADEME,2020,FR,2021/08/20,Emission Intensity of Utily Vehicle. Electrolysis Hydrogen. Renewable Energies Mix. Decentralised. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Transport,utility-vehicle-smr-biomethane-hydrogen,Utily Vehicle SMR Biomethane Hydrogen,kg-CO2e/km,0.138,50,ADEME,2020,FR,2021/08/20,Emission Intensity of Utily Vehicle. SMR Biomethane Hydrogen. Diesel. Centralised. Continental France. 2020 Factor. Updated May 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Road Transport,utility-vehicle-smr-natural-gas-hydrogen,Utily Vehicle SMR Natural Gas Hydrogen,kg-CO2e/km,0.235,50,ADEME,2020,FR,2021/08/20,Emission Intensity of Utily Vehicle. SMR Natural Gas Hydrogen. Centralised. Continental France. 2020 Factor. Updated April 2020. Published by the Agence de l'Environnement et de la Maîtrise de l'Énergie.,https://www.bilans-ges.ademe.fr/en/accueil
Transport,Vehicle,vans-battery-ev,Vans Average Battery EV,kg-CO2e/km,0.0502,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Average Vans. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. Up to 3.5 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Transport,transport-vans-battery-ev,Vans Average Battery EV,kg-CO2e/tkm,0.22551,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Average Vans. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. Up to 3.5 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Transport,transport-vans-class-2-battery-ev,Vans Class 2 Battery EV,kg-CO2e/tkm,0.22578,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Vans Class 2. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. From 1.305 to 1.74 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,vans-class-2-battery-ev,Vans Class 2 Battery EV,kg-CO2e/km,0.05016,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Vans Class 2. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. From 1.305 to 1.74 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,vans-class-3-battery-ev,Vans Class 3 Battery EV,kg-CO2e/km,0.07037,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Vans Class 3. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. From 1.74 to 3.5 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Transport,transport-vans-class-3-battery-ev,Vans Class 3 Battery EV,kg-CO2e/tkm,0.21071,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Vans Class 3. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. From 1.305 to 1.74 tonnes. From 1.74 to 3.5 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Vehicle,vans-class-1-battery-ev,Vans Class I Battery EV,kg-CO2e/km,0.03634,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Vans Class I. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. Up to 1.305 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Road Transport,transport-vans-class-1-battery-ev,Vans Class I Battery EV,kg-CO2e/tkm,0.1725,,BEIS,2021,GB,2021/07/23,Emission Intensity of Electricity for Vans Class I. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021. Up to 1.305 tonnes.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,vehicle-transport-above-4000ceu,Vehicle transport above 4.000 ceu,kg-CO2e/tkm,0.032446,,MfE,2020,NZ,2021/09/10,Emission intensity of vehicle transport. Above 4000 ceu. Ceu corresponds to car-equivalent units. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,vehicle-transport-average,Vehicle transport average,kg-CO2e/tkm,0.038581,,MfE,2020,NZ,2021/09/10,Emission intensity of a vehicle transport. Average value. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Transport,Sea Transport,vehicle-transport-between-0-and-3999,Vehicle transport between 0 and 3.999 ceu,kg-CO2e/tkm,0.058402,,MfE,2020,NZ,2021/09/10,Emission intensity of vehicle transport. Between 0 and 3999 ceu. Ceu corresponds to car-equivalent units. International shipping. New Zealand. Published by the Ministry for the Environment of New Zealand in 2020.,https://environment.govt.nz/publications/measuring-emissions-detailed-guide-2020/
Energy,Fuel,waste-oils,Waste Oils,kg-CO2e/l,2.75368,,BEIS,2021,GB,2021/07/23,Emission Intensity of Waste Oils. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Water,Treatment,water-treatment,Water Treatment,kg-CO2e/m3,0.272,,BEIS,2021,GB,2021/07/23,Emission Intensity of Water Treatment in the UK in 2021. Available in DEFRA's Greenhouse Gas Reporting: Conversion Factors 2021.,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2021
Transport,Sea Transport,waterborne-craft,Waterborne Craft,kg-CO2e/tmile,0.036,,EPA,2021,US,2021/08/23,Emission Intensity of Waterborne Craft. Published by the EPA. Updated April 2021.,https://www.epa.gov/climateleadership/ghg-emission-factors-hub
Transport,Sea Transport,freight-ship-inland,Freight ship inland,kg-CO2e/tkm,0.0249,,UBA,2020,DE,2021/09/15,Emission intensity of freight ship for inland use. Diesel fueled freight ship. Data from the Öko-Institut's renewbility technology database. Value applicable to 2020. Provided by the Öko-Institut. Accessed on the 15th of September 2021.,https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={79FC07B5-5678-472C-9A7A-AD55CB6E2C3B}
Transport,Sea Transport,overseas-ship-container-medium,Overseas ship container medium,kg-CO2e/tkm,0.0118,,UBA,2020,DE,2021/09/15,"Emission intensity of overseas ship, energy demand and emissions updated to data for container ship; global average. Weighted average of all container ships modeled after Lloyds (2009) data. Assumptions: 4% below nominal design speed (37.0 km/h); 80% main engine utilization; cargo utilization 65%.  Value applicable to 2020. Provided by the Öko-Institut. Accessed on the 15th of September 2021.",https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={DADCF0F1-E502-40B2-8A25-43E9356A7919}
Transport,Sea Transport,freight-ship-goods-inland,Freight ship goods inland,kg-CO2e/tkm,0.0392,,UBA,2020,DE,2021/09/15,Emission intensity of inland waterway vessel in Germany with diesel engine. Value applicable to 2020.  Provided by the Öko-Institut. Accessed on the 15th of September 2021.,https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={D779AB69-5CAE-453C-B7E8-4CBA9060B24F}
Transport,Sea Transport,overseas-ship-oil-tanker-suez-max,Overseas ship oil tanker suez max,kg-CO2e/tkm,0.00526,,UBA,2020,DE,2021/09/15,"Emission intensity of overseas vessel, energy demand and emissions data for crude oil tankers and bulk carriers (liquid and dry), Suez Trade, i.e., vessels that can transit the Suez Canal. Oil Bunker-C (2% S). Weighted average of vessels 80,000 - 200,000 dwt (Aframax - Suezmax) modeled after Lloyds (2009) data. Assumptions: 4% below nominal design speed (26.1 km/h); 80% main engine utilization; cargo utilization 50% as mean from Buhaug (2008). These ships cannot pass through the Panama Canal! Value applicable to 2020. Provided by the Öko-Institut. Accessed on the 15th of September 2021.",https://www.probas.umweltbundesamt.de/php/prozessdetails.php?id={C04CE7CC-1470-4A37-BA94-E97669CC248A}
